cause_id,penyebab_kematian
CS07952,"Disorder of choroid, unspecified"
CS07953,Transient retinal artery occlusion
CS07954,Disorders of visual cortex
CS07955,Convergent concomitant strabismus
CS07956,"Moderate visual impairment, binocular"
CS07957,Tympanosclerosis
CS07958,"Otosclerosis, unspecified"
CS07959,Abnormal hard tissue formation in pulp
CS07960,Chronic apical periodontitis
CS07961,Dentofacial functional abnormalities
CS07962,Other specified papulosquamous disorders
CS07963,Nonbullous erythema multiforme
CS07964,Steatocystoma multiplex
CS07965,Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle]
CS07966,Other atrophic disorders of skin
CS07967,Other specified localized connective tissue disorders
CS07968,Postdysenteric arthropathy
CS07969,Chronic postrheumatic arthropathy [Jaccoud]
CS07970,Other articular cartilage disorders
CS07971,Panniculitis affecting regions of neck and back
CS07972,Connective tissue and disc stenosis of intervertebral foramina
CS07973,Acute nephritic syndrome : diffuse endocapillary proliferative glomerulonephritis
CS07974,Isolated proteinuria with specified morphological lesion : other
CS07975,"Hereditary nephropathy, not elsewhere classified : diffuse crescentic glomerulonephritis"
CS07976,Balkan nephropathy
CS07977,Intrauterine synechiae
CS07978,Leukoplakia of cervix uteri
CS07979,Leukoplakia of vagina
CS07980,Other pulmonary complications of anaesthesia during labour and delivery
CS07981,Neonatal jaundice due to polycythaemia
CS07982,"Congenital malformation of eye, unspecified"
CS07983,Facial asymmetry
CS07984,"Hyperbilirubinaemia with mention of jaundice, not elsewhere classified"
CS07985,Meningismus
CS07986,Vesical tenesmus
CS07987,Retrograde amnesia
CS07988,Auditory hallucinations
CS07989,Nonspecific symptoms peculiar to infancy
CS07990,Pedal cyclist injured in collision with railway train or railway vehicle : passenger injured in traffic accident
CS07991,Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in nontraffic accident
CS07992,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident
CS07993,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
CS07994,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident
CS07995,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident
CS07996,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
CS07997,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
CS07998,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
CS07999,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident
CS08000,Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in nontraffic accident
CS08001,Car occupant injured in collision with pedal cycle : unspecified car occupant injured in nontraffic accident
CS08002,Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in nontraffic accident
CS08003,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in nontraffic accident"
CS08004,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in nontraffic accident
CS08005,Bus occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident
CS08006,Bus occupant injured in collision with pedal cycle : unspecified bus occupant injured in nontraffic accident
CS08007,Bus occupant injured in collision with pedal cycle : driver injured in traffic accident
CS08008,Antithrombotic drugs [platelet-aggregation inhibitors]
CS08009,Oxytocic drugs
CS08010,Performance of inappropriate operation
CS08011,General- and plastic-surgery devices associated with adverse incidents : diagnostic and monitoring devices
CS08012,Perichondritis of external ear
CS08013,Macrocheilia
CS08014,Accessory thumb(s)
CS08015,"Pulseless electrical activity, not elsewhere classified"
CS08016,Epicranial subaponeurotic haemorrhage due to birth injury
CS08017,"Gender identity disorder, unspecified"
CS08018,"Alopecia areata, unspecified"
CS08019,"General hospital and personal-use devices associated with adverse incidents : prosthetic and other implants, materials and accessory devices"
CS08020,Secondary lactase deficiency
CS08021,Subluxation complex (vertebral)
CS08022,Other complications of anaesthesia during pregnancy
CS08023,Other migraine
CS08024,Congenital absence of (ear) auricle
CS08025,Osteopathy after poliomyelitis
CS08026,Other specified disturbances of temperature regulation of newborn
CS08027,Other congenital varus deformities of feet
CS08028,Bubonic plague
CS08029,Other forms of plague
CS08030,Vitreous haemorrhage
CS08031,Hypermetropia
CS08032,Pneumonic plague
CS08033,Lumbosacral plexus disorders
CS08034,Contact urticaria
CS08035,Psoas tendinitis
CS08036,Other developmental disorders of scholastic skills
CS08037,"Conductive hearing loss, unspecified"
CS08038,"Disorder of tooth development, unspecified"
CS08039,Adult osteomalacia due to malnutrition
CS08040,Strange and inexplicable behaviour
CS08041,Bizarre personal appearance
CS08042,Dysphonia
CS08043,Maternal care due to uterine scar from previous surgery
CS08044,Typhus fever due to Rickettsia tsutsugamushi
CS08045,Paragonimiasis
CS08046,Derangement of meniscus due to old tear or injury
CS08047,Ophthalmological drugs and preparations
CS08048,Clonorchiasis
CS08049,Central retinal artery occlusion
CS08050,Abnormal findings in specimens from female genital organs : abnormal cytological findings
CS08051,"Contaminated medical or biological substance, transfused or infused"
CS08052,Acute nonparalytic poliomyelitis
CS08053,Multifocal and unisystemic Langerhans-cell histiocytosis
CS08054,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function
CS08055,Bus occupant injured in collision with pedal cycle : passenger injured in traffic accident
CS08056,Mania without psychotic symptoms
CS08057,Complex regional pain syndrome type II
CS08058,Hypertrophy of tonsils with hypertrophy of adenoids
CS08059,Other atopic dermatitis
CS08060,Adhesive capsulitis of shoulder
CS08061,Anti-common-cold drugs
CS08062,Agenesis and aplasia of cervix
CS08063,"Viral conjunctivitis, unspecified"
CS08064,"Unspecified sexual dysfunction, not caused by organic disorder or disease"
CS08065,Abnormal findings in cerebrospinal fluid : unspecified abnormal finding
CS08066,Occupant of streetcar injured by fall in streetcar
CS08067,War operations involving nuclear weapons
CS08068,"Plague, unspecified"
CS08069,Other melioidosis
CS08070,Other mononeuropathies of lower limb
CS08071,Abrasion of teeth
CS08072,Seborrhoea capitis
CS08073,"Acute skin change due to ultraviolet radiation, unspecified"
CS08074,Loose body in joint
CS08075,Lateral epicondylitis
CS08076,Rapidly progressive nephritic syndrome : diffuse mesangiocapillary glomerulonephritis
CS08077,Maternal care for abnormality of vagina
CS08078,Labour and delivery complicated by vasa praevia
CS08079,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident
CS08080,Subacute and chronic melioidosis
CS08081,Blepharitis
CS08082,Other conjunctivitis
CS08083,Keratosis punctata (palmaris et plantaris)
CS08084,Other specified crystal arthropathies
CS08085,"Other bursitis, not elsewhere classified"
CS08086,"Congenital malformation of ear causing impairment of hearing, unspecified"
CS08087,"Congenital malformation of breast, unspecified"
CS08088,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
CS08089,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person injured while boarding or alighting
CS08090,Initial stage of trachoma
CS08091,Tinea barbae and tinea capitis
CS08092,Opisthorchiasis
CS08093,Sparganosis
CS08094,Anisakiasis
CS08095,"Acute conjunctivitis, unspecified"
CS08096,Angiodysplasia of small intestine
CS08097,Dyshidrosis [pompholyx]
CS08098,Congenital malformation of knee
CS08099,Pallor
CS08100,Fasciculation
CS08101,Occupant of pick-up truck or van injured in collision with pedestrian or animal : person injured while boarding or alighting
CS08102,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in nontraffic accident
CS08103,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion : water-skis"
CS08104,Paratyphoid fever C
CS08105,Other specified viral infections characterized by skin and mucous membrane lesions
CS08106,Melanocytic naevi of scalp and neck
CS08107,Transcobalamin II deficiency
CS08108,"Mixed disorder of conduct and emotions, unspecified"
CS08109,Chronic tubotympanic suppurative otitis media
CS08110,Nephrotic syndrome : diffuse endocapillary proliferative glomerulonephritis
CS08111,Isolated proteinuria with specified morphological lesion : focal and segmental glomerular lesions
CS08112,"Hypospadias, penoscrotal"
CS08113,Agenesis of ureter
CS08114,Unhappiness
CS08115,"Elevated urine levels of drugs, medicaments and biological substances"
CS08116,Erythema ab igne [dermatitis ab igne]
CS08117,Other recurrent vertebral subluxation
CS08118,Complications of attempted introduction of fertilized ovum following in vitro fertilization
CS08119,"Hypertonic, incoordinate, and prolonged uterine contractions"
CS08120,Slow feeding of newborn
CS08121,Occupant of streetcar injured in collision with motor vehicle in traffic accident
CS08122,Melanocytic naevi of lip
CS08123,Benign neoplasm: Scrotum
CS08124,Other ovarian dysfunction
CS08125,Other testicular dysfunction
CS08126,Adult osteomalacia due to malabsorption
CS08127,Abnormal findings on microbiological examination of urine
CS08128,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
CS08129,Epidemic vertigo
CS08130,Measles complicated by otitis media
CS08131,Pediculosis due to Pediculus humanus corporis
CS08132,Other seasonal allergic rhinitis
CS08133,Juvenile ankylosing spondylitis
CS08134,Isolated proteinuria with specified morphological lesion : diffuse crescentic glomerulonephritis
CS08135,X-linked ichthyosis
CS08136,"Mosaicism, lines with various numbers of X chromosomes"
CS08137,"Klinefelter syndrome, male with 46,XX karyotype"
CS08138,"Abnormal findings in specimens from other organs, systems and tissues : abnormal level of enzymes"
CS08139,"Abnormal findings in specimens from other organs, systems and tissues : abnormal level of other drugs, medicaments and biological substances"
CS08140,"Reduction defect of upper limb, unspecified"
CS08141,"Benign neoplasm: Skin of eyelid, including canthus"
CS08142,Senile nuclear cataract
CS08143,"War operations involving fires, conflagrations and hot substances"
CS08144,"Echinococcus multilocularis infection, unspecified"
CS08145,Nelson syndrome
CS08146,Wrong fluid used in infusion
CS08147,Central European tick-borne encephalitis
CS08148,Juvenile polyarthritis (seronegative)
CS08149,Subacute (active) lichen planus
CS08150,Abnormal posture
CS08151,Benign neoplasm: Cornea
CS08152,Congenital cyst of mediastinum
CS08153,Other dentofacial anomalies
CS08154,Other prurigo
CS08155,Congenital deformity of sternocleidomastoid muscle
